,ricf_oid,ba_cn,ba_nfe,ba_gvm,ba_pgv,ba_ntr,ba_fdt,ba_bn,ba_evl,fa_dine_this,fa_dinu_this,cf_govc,fp_tt_end,Government-Link,Scope,Province
1066,1085,天津市杨兆兰慈善基金会,0,0,0,非公募基金会,2012-03-06,15.0,3A,0.00,"861,370.00",0.00,"2,240,831.60",NGF,Regional,Tianjin
1067,1873,永康市人民教育基金会,0,0,0,公募基金会,2006-08-24,11.0,未参评,"500,000.00",0.00,0.00,"4,837,625.83",GLF,Regional,Zhejiang
1068,202,中国人权发展基金会,15,1,3,公募基金会,1994-08-15,19.0,未参评,"44,887,594.13","2,550,000.00","119,204.30","50,112,990.13",GLF,National,Beijing
1069,1187,宁波鄞州银行公益基金会,8,0,0,非公募基金会,2011-09-02,10.0,4A,"9,530,214.10","160,870.37",0.00,"114,182,209.45",NGF,Regional,Zhejiang
1070,3108,金华市永远的荣光艺术教育基金会,0,9,0,非公募基金会,2012-02-03,10.0,未参评,0.00,0.00,0.00,"13,460,880.87",NGF,Regional,Zhejiang
1071,868,厦门市红十字基金会,12,1,0,公募基金会,1994-04-08,21.0,5A,"15,136,075.87","5,153,090.39",0.00,"66,266,782.90",GLF,Regional,Fujian
1072,2074,河北省隆基泰和慈善基金会,0,0,0,非公募基金会,2012-12-21,15.0,未参评,0.00,"755,106.00",0.00,"3,072,880.03",NGF,Regional,Hebei
1073,2284,浙江省惠民慈善基金会,1,0,0,非公募基金会,2012-09-04,5.0,3A,0.00,"1,500,000.00",0.00,"3,067,522.70",GLF,Regional,Zhejiang
1074,50,上海宋庆龄基金会,13.0,0,0.0,公募基金会,1993年12月08日,13.0,5A,42663868.94,1260861.44,0.0,615757291.64,GLF,Regional,Shanghai
1075,752,华民慈善基金会,11,0,0,非公募基金会,2008-03-11,8.0,4A,0.00,"11,200,000.00","1,000,000.00","20,740,262.47",NGF,National,Beijing
1076,1656,张学良教育基金会,4,0,0,非公募基金会,2006-03-16,17.0,2A,"7,200,078.72","7,025,938.66",0.00,"50,895,706.94",GLF,National,Liaoning
1077,2489,温州市瓯海区人民教育基金会,2,0,0,公募基金会,2005-11-28,17.0,未参评,0.00,"777,831.42",0.00,"27,485,982.73",GLF,Regional,Zhejiang
1078,3223,陕西荣华慈善基金会,2,0,0,非公募基金会,2011-04-20,7.0,--,0.00,0.00,0.00,"1,983,079.56",NGF,Regional,Shaanxi
1079,2690,甘肃妇女儿童发展基金会,2,3,1,公募基金会,2006-08-15,10.0,3A,0.00,"22,647,165.37",0.00,0.00,GLF,Regional,Gansu
1080,2316,浙江矾都慈善基金会,0,0,0,非公募基金会,2009-08-28,11.0,未参评,0.00,"200,000.00",0.00,"2,284,045.90",NGF,Regional,Zhejiang
1081,1096,天津市翔宇教育基金会,3,0,0,非公募基金会,2012-04-10,5.0,4A,0.00,"7,899,500.00",0.00,"22,182,484.07",NGF,Regional,Tianjin
1082,2040,河北华耐同心公益基金会,9,0,0,非公募基金会,2012-01-16,6.0,未参评,0.00,"20,000.00",0.00,"4,398,295.94",NGF,Regional,Hebei
1083,1103,天津市青年创业就业基金会,3,0,0,公募基金会,2009-07-01,14.0,5A,"1,200,000.00","2,956,000.00","3,455,199.30","10,752,788.20",GLF,Regional,Tianjin
1084,2824,福建省龙岩市李新炎慈善基金会,5,0,0,非公募基金会,2007-06-26,13.0,5A,0.00,"1,018,000.00",0.00,"148,018,453.08",NGF,Regional,Fujian
1085,744,北华大学教育基金会,4,0,0,非公募基金会,2009-09-18,12.0,--,"1,301,000.00",0.00,0.00,"6,642,102.52",GLF,Regional,Jilin
1086,46,上海外国语大学教育发展基金会,6.0,0,0.0,非公募基金会,2009年12月17日,13.0,未参评,2404041.13,340475.0,0.0,14413037.33,GLF,Regional,Shanghai
1087,2260,浙江省华福慈善基金会,3,1,1,非公募基金会,2008-07-29,19.0,未参评,0.00,"52,000.00",0.00,"2,196,254.37",NGF,Regional,Zhejiang
1088,745,宁夏回族自治区北方民族大学教育发展基金会,1,0,0,非公募基金会,2012-09-06,20.0,3A,0.00,"6,206,000.00",0.00,"8,095,174.61",GLF,Regional,Ningxia
1089,1727,文成县陈伯远教育基金会,0,0,1,非公募基金会,2012-11-13,9.0,未参评,"100,000.00",0.00,0.00,"10,150,606.10",NGF,Regional,Zhejiang
1090,108,上海新世纪社会发展基金会,3.0,--,0.0,公募基金会,1992年11月07日,5.0,--,0.0,500000.0,0.0,17081699.63,GLF,Regional,Shanghai
1091,311,云南华商公益基金会,5,0,0,公募基金会,2011-05-03,12.0,--,"6,739,370.28","19,451.12",0.00,"6,869,382.43",GLF,Regional,Yunnan
1092,2076,河北省青年就业创业基金会,1,0,0,非公募基金会,2009-09-26,5.0,未参评,0.00,0.00,0.00,"4,517,620.20",GLF,Regional,Hebei
1093,1627,广西妇女儿童发展基金会,4,4,0,公募基金会,1982-04-30,21.0,3A,0.00,"22,720,724.50",0.00,"25,583,628.26",GLF,Regional,Guangxi
1094,3686,广西强荣爱心基金会,1,0,0,非公募基金会,2014-02-10,5.0,未参评,0.00,"1,200,280.00",0.00,"2,153,125.92",NGF,Regional,Guangxi
1095,3678,沈阳市志愿服务基金会,2,0,0,公募基金会,2014-02-14,8.0,未参评,"526,000.00","500,000.00",0.00,"1,284,050.77",GLF,Regional,Liaoning
1096,277,中国预防性病艾滋病基金会,7,0,1,公募基金会,1989-10-16,9.0,--,"11,042,825.50","202,292.31",0.00,"24,390,655.30",GLF,National,Beijing
1097,2502,温州金州永强慈善基金会,4,0,0,非公募基金会,2011-06-01,10.0,未参评,0.00,"256,400.00",0.00,"5,353,355.22",NGF,Regional,Zhejiang
1098,4085,浙江省关心桥教育公益基金会,2,0,0,非公募基金会,2014-09-01,12.0,未参评,0.00,"1,063,799.00",0.00,"10,820,568.99",NGF,Regional,Zhejiang
1099,3635,浙江省烛光慈善基金会,1,0,0,非公募基金会,2014-01-09,10.0,未参评,0.00,"841,519.47",0.00,"2,849,773.82",GLF,Regional,Zhejiang
1100,54,上海市中小学幼儿教师奖励基金会,0.0,0,0.0,公募基金会,2003年04月07日,12.0,未参评,0.0,140140.0,0.0,105294847.82,GLF,Regional,Shanghai
1101,1688,慈溪市老龄事业发展基金会,3,3,0,公募基金会,2011-12-09,17.0,4A,0.00,"1,000,000.00","720,000.00","16,420,164.95",GLF,Regional,Zhejiang
1102,3340,齐齐哈尔工程学院教育发展基金会,1,0,0,非公募基金会,2013-11-04,9.0,未参评,0.00,"1,335,000.00",0.00,"3,842,810.22",GLF,Regional,Heilongjiang
1103,1079,天津市振兴京剧基金会,2,1,1,公募基金会,1995-01-01,15.0,未参评,0.00,0.00,0.00,"9,331,312.70",GLF,Regional,Tianjin
1104,3218,陕西省鸿云文化创业基金会,3,0,0,非公募基金会,2011-02-18,10.0,--,0.00,0.00,0.00,"2,203,125.31",NGF,Regional,Shaanxi
1105,3081,重庆光彩事业基金会,2,0,0,公募基金会,2013-01-25,15.0,未参评,0.00,"26,630,000.00",0.00,"4,995,458.55",GLF,Regional,Chongqing
1106,2799,福建省正荣公益基金会,10,0,0,非公募基金会,2013-03-18,10.0,未参评,"7,450,001.12","976,304.31",0.00,"6,751,327.87",NGF,Regional,Fujian
1107,470,刘彪慈善基金会,0,0,0,非公募基金会,2012-08-14,5.0,未参评,0.00,0.00,0.00,"108,172,445.91",NGF,National,Beijing
1108,2759,福建卢嘉锡科学教育基金会,0,0,0,非公募基金会,2006-07-27,8.0,3A,0.00,"91,650.00",0.00,"5,467,839.49",NGF,Regional,Fujian
1109,3444,重庆市红十字基金会,11,0,0,公募基金会,2008-04-21,15.0,5A,"67,068,864.20","1,166,249.12",0.00,"37,476,771.98",GLF,Regional,Chongqing
1110,3994,甘肃紫金教育发展基金会,1,0,0,非公募基金会,2014-08-08,6.0,未参评,0.00,0.00,0.00,"1,141,221.32",NGF,Regional,Gansu
1111,109,上海新建桥老龄事业发展基金会,0,0,0,,2008年04月19日,,未参评,0.0,467994.0,0.0,14978972.04,NGF,Regional,Shanghai
1112,109,上海亲和宇宙老龄事业发展基金会,1.0,,0.0,非公募基金会,2008年04月09日,7.0,,0.0,467994.0,0.0,14978972.04,NGF,Regional,Shanghai
1113,2216,浙江嘉兴南湖国际教育基金会,1,0,0,非公募基金会,2012-09-04,7.0,未参评,"3,131,000.00",0.00,0.00,"6,261,610.74",NGF,Regional,Zhejiang
1114,259,中国社会福利基金会,27,0,0,公募基金会,发起人,17.0,3A,"382,867,618.01",0.00,0.00,"375,539,632.36",GLF,National,Beijing
1115,2151,河南省荆浩非物质文化遗产传承发展基金会,4,0,0,非公募基金会,2013-07-19,5.0,未参评,0.00,"159,000.00",0.00,"823,796.32",GLF,Regional,Henan
1116,2105,河南省华康爱心教育基金会,2,0,0,非公募基金会,2010-06-01,5.0,未参评,0.00,0.00,0.00,"5,207,702.55",NGF,Regional,Henan
1117,2815,福建省见义勇为基金会,9,0,0,公募基金会,1994-09-13,21.0,5A,"268,364.30","3,152,993.73","3,001,800.00","42,581,748.77",GLF,Regional,Fujian
1118,262,中国科技馆发展基金会,6,0,0,公募基金会,2010-11-23,8.0,2A,"1,000,000.00","1,200,000.00",0.00,"26,964,216.80",GLF,National,Beijing
1119,31,上海发展研究基金会,7.0,0,0.0,公募基金会,1993年08月13日,12.0,未参评,300000.0,854958.28,0.0,14518512.39,GLF,Regional,Shanghai
1120,1038,复旦管理学奖励基金会,1.0,0,0.0,非公募基金会,2005年09月22日,19.0,未参评,0.0,1300000.0,0.0,113419984.08,GLF,Regional,Shanghai
1121,318,云南国际文化交流基金会,1,0,0,公募基金会,1986-10-10,7.0,未参评,0.00,0.00,0.00,"4,001,467.10",GLF,Regional,Yunnan
1122,154,上海韩哲一教育扶贫基金会,0.0,0,0.0,非公募基金会,2010年03月08日,6.0,未参评,120000.0,591500.0,0.0,5706333.84,NGF,Regional,Shanghai
1123,3000,辽宁省东北财经大学教育基金会,1,0,0,非公募基金会,2011-06-07,5.0,未参评,"40,796,211.06","5,065.84",0.00,"51,934,041.11",GLF,Regional,Liaoning
1124,2112,河南省大河文化发展基金会,3,0,0,非公募基金会,2013-12-03,5.0,未参评,0.00,"160,000.00",0.00,"2,002,074.46",NGF,Regional,Henan
1125,3093,重庆市沈铁梅文化发展基金会,1,0,0,非公募基金会,2013-03-18,9.0,未参评,0.00,"160,000.00",0.00,"2,051,313.04",NGF,Regional,Chongqing
1126,21,上海公安金盾基金会,0.0,0,0.0,公募基金会,2010年07月30日,22.0,未参评,0.0,2000000.0,0.0,197750506.94,GLF,Regional,Shanghai
1127,3580,河南省中土养老慈善基金会,1,0,0,非公募基金会,2013-09-09,10.0,未参评,0.00,0.00,0.00,"2,122,068.42",NGF,Regional,Henan
1128,1621,广西吕贻标爱心基金会,2,0,0,非公募基金会,2013-06-05,7.0,未参评,0.00,"2,050,000.00",0.00,"10,958,243.19",NGF,Regional,Guangxi
1129,3695,天津市海湾慈善基金会,1,0,0,非公募基金会,2014-03-13,5.0,未参评,0.00,"141,000.00",0.00,"2,029,085.80",NGF,Regional,Tianjin
1130,89,上海市虹口区教育基金会,0.0,0,0.0,公募基金会,1992年03月18日,24.0,未参评,0.0,171462.0,0.0,12922757.1,GLF,Regional,Shanghai
1131,228,中国国际问题研究基金会,7,0,1,公募基金会,1998-06-10,16.0,未参评,0.00,"10,490,100.00",0.00,"24,029,954.68",GLF,National,Beijing
1132,4178,黑龙江省垦区公安民警救助基金会,0,7,0,公募基金会,2014-02-28,21.0,未参评,0.00,"13,670,893.44",0.00,"23,131,581.33",GLF,Regional,Heilongjiang
1133,1144,宁夏本念公益基金会,2,0,0,,2011年11月04日,,未参评,0.00,"420,000.00",0.00,"2,128,560.97",NGF,Regional,Ningxia
1134,1144,宁夏回族自治区本念公益基金会,2,0,0,非公募基金会,2011-11-04,7.0,,0.00,"420,000.00",0.00,"2,128,560.97",NGF,Regional,Ningxia
1135,1169,宁波市慈湖中学教育发展基金会,0,0,0,非公募基金会,2012-06-04,7.0,未参评,"80,000.00","1,382,915.95",0.00,"6,390,018.51",GLF,Regional,Zhejiang
1136,3320,黑龙江省华侨经济文化基金会,1,0,0,公募基金会,2005-11-25,9.0,未参评,0.00,"1,590,000.00",0.00,"2,591,419.94",GLF,Regional,Heilongjiang
1137,3157,阿拉善生态基金会,2,0,0,非公募基金会,2011-02-11,25.0,4A,0.00,"2,892,611.06",0.00,"40,784,554.42",NGF,Regional,Neimenggu
1138,1622,广西启明扶助基金会,0,0,0,非公募基金会,2010-08-13,7.0,未参评,0.00,0.00,0.00,"7,294,962.46",NGF,Regional,Guangxi
1139,79,上海市杨浦区教育奖励基金会,0.0,0,0.0,公募基金会,2003年07月02日,19.0,未参评,0.0,0.0,0.0,4968967.01,GLF,Regional,Shanghai
1140,3651,河南省常绿昭德助学基金会,4,0,0,非公募基金会,2014-01-06,7.0,未参评,0.00,"200,000.00",0.00,"2,041,334.41",NGF,Regional,Henan
1141,3356,宁夏青少年发展基金会,10,0,0,,1993年04月14日,,5A,0.00,"18,244,430.48",0.00,"18,267,545.46",GLF,Regional,Ningxia
1142,3356,宁夏回族自治区青少年发展基金会,8,0,24,公募基金会,1993-04-14,24.0,,0.00,"18,244,430.48",0.00,"18,267,545.46",GLF,Regional,Ningxia
1143,3991,广西浩德慈善基金会,6,0,0,非公募基金会,2014-08-21,5.0,未参评,"180,247.66","2,466,640.93",0.00,"2,015,212.89",NGF,Regional,Guangxi
1144,2752,福州市鼓楼春芽教育基金会,0,0,0,非公募基金会,2013-03-18,6.0,未参评,"221,465.60",0.00,0.00,"7,037,826.18",GLF,Regional,Fujian
1145,2718,白山市公安民警优抚基金会,0,3,0,公募基金会,2012-02-10,21.0,未参评,0.00,0.00,0.00,"4,150,527.24",GLF,Regional,Jilin
1146,3833,上海东方智慧十分孝心文化发展基金会,4.0,0,0.0,非公募基金会,2014年06月10日,7.0,未参评,3247581.98,1311561.87,0.0,3865929.47,NGF,Regional,Shanghai
1147,1314,山西省人民教育基金会,4,0,0,公募基金会,2005-12-16,9.0,4A,0.00,"3,500,000.00",0.00,"34,690,696.36",GLF,Regional,Shanxi
1148,225,中国和平发展基金会,23,0,0,非公募基金会,2011-01-14,14.0,3A,0.00,0.00,0.00,"322,352,044.07",GLF,National,Beijing
1149,3178,陕西泰尔文化教育基金会,0,0,0,非公募基金会,2013-01-14,6.0,未参评,0.00,0.00,0.00,"5,385,734.48",NGF,Regional,Shaanxi
1150,152,上海阮仪三城市遗产保护基金会,1.0,0,0.0,非公募基金会,2006年05月26日,20.0,未参评,0.0,471200.0,0.0,2593412.55,GLF,Regional,Shanghai
1151,26,上海华东政法大学教育发展基金会,0.0,0,0.0,非公募基金会,2011年06月10日,17.0,未参评,5198707.74,30272.85,0.0,12687971.61,GLF,Regional,Shanghai
1152,2871,舟山市伟兴教育基金会,0,0,0,非公募基金会,2009-08-28,7.0,未参评,0.00,"850,000.00",0.00,"5,723,721.43",NGF,Regional,Zhejiang
1153,3608,内蒙古靖学公益基金会,1,0,0,非公募基金会,2013-09-27,5.0,未参评,0.00,0.00,0.00,"1,244,278.54",NGF,Regional,Neimenggu
1154,1828,松原市公安民警优抚基金会,0,3,0,非公募基金会,2011-12-21,23.0,未参评,0.00,"200,000.00",0.00,"3,886,662.01",GLF,Regional,Jilin
1155,1142,宁夏国龙慈善基金会,2,0,0,,2010年05月19日,,3A,"400,000.00","865,621.60",0.00,"4,057,786.42",NGF,Regional,Ningxia
1156,1142,宁夏回族自治区国龙慈善基金会,2,0,0,公募基金会,2010-05-19,14.0,,"400,000.00","865,621.60",0.00,"4,057,786.42",NGF,Regional,Ningxia
1157,3030,辽宁省辽宁水利职业学院教育基金会,0,0,0,非公募基金会,2013-12-27,10.0,未参评,"194,500.00",0.00,0.00,"2,087,641.50",GLF,Regional,Liaoning
1158,2794,福建省恒申慈善基金会,2,0,0,非公募基金会,2013-10-24,9.0,未参评,0.00,"5,000,000.00",0.00,"7,083,871.38",NGF,Regional,Fujian
1159,3017,辽宁省残疾人福利基金会,4,0,0,公募基金会,1985-04-29,14.0,3A,"4,748,985.54","19,779,632.23",0.00,"20,262,023.41",GLF,Regional,Liaoning
1160,2233,浙江慈溪兴业夕阳红基金会,3,0,0,非公募基金会,2005-11-28,5.0,4A,0.00,"292,105.26",0.00,"10,781,793.14",NGF,Regional,Zhejiang
1161,2301,浙江省老年事业发展基金会,3,0,0,公募基金会,1989-07-25,9.0,未参评,"846,800.00","30,000.00","1,500,000.00","19,738,353.80",GLF,Regional,Zhejiang
1162,2961,贵州省信合公益基金会,9,0,0,非公募基金会,2013-05-30,7.0,未参评,0.00,"52,100,000.00",0.00,"71,935,226.20",NGF,Regional,Guizhou
1163,1136,宁夏回族自治区关心下一代基金会,2,0,2,公募基金会,2012-09-20,12.0,未参评,0.00,"1,524,241.00",0.00,"5,314,837.59",GLF,Regional,Ningxia
1164,3955,山东省泰山文化基金会,0,0,0,非公募基金会,2014-09-05,10.0,未参评,0.00,0.00,0.00,"4,032,440.23",GLF,Regional,Shandong
1165,2699,甘肃省关心下一代基金会,0,5,0,公募基金会,2013-12-25,7.0,未参评,0.00,"60,000.00",0.00,"5,244,586.73",GLF,Regional,Gansu
1166,2257,浙江省关心下一代基金会,0,0,0,非公募基金会,2014-01-09,3.0,未参评,0.00,"55,000.00",0.00,0.00,GLF,Regional,Zhejiang
1167,51,上海富国环保公益基金会,0.0,0,0.0,非公募基金会,2012年05月15日,5.0,未参评,0.0,300000.0,0.0,2554241.76,NGF,Regional,Shanghai
1168,4022,上海市罕见病防治基金会,1.0,0,0.0,非公募基金会,2014年09月19日,17.0,未参评,2249015.0,985595.0,0.0,4715084.55,GLF,Regional,Shanghai
1169,1631,广西拥军优属基金会,3,0,0,公募基金会,2011-04-28,5.0,未参评,"47,519.20","516,047.23",0.00,"4,341,620.95",GLF,Regional,Guangxi
1170,193,中南大学教育基金会,7,0,1,非公募基金会,2011-03-04,25.0,4A,"28,600,974.00","3,040,200.00",0.00,"299,388,391.65",GLF,National,Hunan
1171,41,上海国际经济交流基金会,0.0,0,0.0,公募基金会,1994年03月21日,11.0,未参评,0.0,0.0,0.0,13170819.39,GLF,Regional,Shanghai
1172,3165,陕西众泰慈善基金会,4,0,3,非公募基金会,2011-03-10,10.0,未参评,0.00,"1,195,385.00",0.00,"2,002,894.91",NGF,Regional,Shaanxi
1173,3330,黑龙江省省直机关职工爱心救助基金会,0,3,0,非公募基金会,2010-06-04,5.0,未参评,0.00,0.00,0.00,"1,072,438.70",GLF,Regional,Heilongjiang
1174,1797,本溪市教育基金会,2,0,0,公募基金会,2010-12-08,6.0,未参评,"12,500.00","400,000.00",0.00,"12,171,889.00",GLF,Regional,Liaoning
1175,2286,浙江省敏实爱心基金会,3,0,0,非公募基金会,2013-06-05,9.0,未参评,"1,867,081.10","50,548,408.44",0.00,"52,037,527.79",NGF,Regional,Zhejiang
1176,3034,辽宁省青年创业基金会,4,2,0,公募基金会,2008-06-24,7.0,未参评,0.00,"1,000,000.00",0.00,"10,026,790.34",GLF,Regional,Liaoning
1177,3197,陕西省残疾人福利基金会,3,1,0,公募基金会,1998-12-01,3.0,未参评,0.00,"12,157,495.67",0.00,"34,455,325.84",GLF,Regional,Shaanxi
1178,950,哈尔滨医科大学发展基金会,5,0,0,非公募基金会,2010-08-11,24.0,4A,0.00,"23,103,000.00",0.00,"49,817,319.48",GLF,Regional,Heilongjiang
1179,970,嘉兴市南湖区农业技术推广基金会,1,0,0,公募基金会,2013-12-25,11.0,未参评,0.00,0.00,"3,750,000.00","8,831,038.68",GLF,Regional,Zhejiang
1180,2473,清华大学教育基金会,39,0,0,非公募基金会,1994-01-25,25.0,5A,"1,336,558,687.47","252,760,061.26",0.00,"6,318,334,098.23",GLF,National,Beijing
1181,197,中国下一代教育基金会,16,0,1,公募基金会,2010-07-09,15.0,4A,"72,411,131.99","1,783,331.58",0.00,"123,478,386.02",GLF,National,Beijing
1182,3426,重庆市丰都教育奖励扶助基金会,4,0,0,公募基金会,2007-09-07,24.0,4A,"1,489,300.00","1,621,980.00",0.00,"9,634,170.89",GLF,Regional,Chongqing
1183,3558,黑龙江省哈尔滨体育学院教育发展基金会,0,0,0,非公募基金会,2013-08-15,19.0,未参评,0.00,"234,000.00",0.00,"267,353.03",GLF,Regional,Heilongjiang
1184,945,吴阶平医学基金会,10,0,0,非公募基金会,2002-01-01,19.0,3A,"71,027,905.09",0.00,0.00,"83,469,830.14",GLF,National,Beijing
1185,1048,大连市残疾人福利基金会,4,0,0,公募基金会,2006-06-20,6.0,4A,"5,302,979.10","116,732.30",0.00,"5,542,739.36",GLF,Regional,Liaoning
1186,2320,浙江萤火虫慈善基金会,1,0,0,非公募基金会,2007-10-30,5.0,未参评,0.00,0.00,0.00,"980,693.43",NGF,Regional,Zhejiang
1187,1795,朝阳市公安民警救助基金会,0,0,0,公募基金会,2010-05-13,23.0,未参评,0.00,"583,600.00",0.00,"7,485,902.65",GLF,Regional,Liaoning
1188,2043,河北斯特龙慈善基金会,5,0,0,非公募基金会,2013-01-22,7.0,未参评,0.00,"2,000,000.00",0.00,"3,889,990.01",NGF,Regional,Hebei
1189,2053,河北省德仁慈善基金会,0,0,0,非公募基金会,2012-05-31,9.0,4A,0.00,"500,000.00",0.00,"2,111,205.86",NGF,Regional,Hebei
1190,4118,上海大千挚爱公益基金会,0.0,0,0.0,非公募基金会,2014年12月05日,12.0,未参评,0.0,0.0,0.0,2057400.17,NGF,Regional,Shanghai
1191,3279,韩美林艺术基金会,2,0,0,非公募基金会,2013-03-14,7.0,未参评,0.00,"7,810,000.00",0.00,"23,603,441.46",NGF,National,Beijing
1192,3040,辽阳辽化教育奖励基金会,2,0,0,公募基金会,1990-01-01,5.0,3A,0.00,0.00,0.00,"4,046,640.84",GLF,Regional,Liaoning
1193,1634,广西残疾人福利基金会,3,0,0,公募基金会,1986-09-01,21.0,5A,"2,327,500.00","2,233,015.60","220,000.00","9,537,048.30",GLF,Regional,Guangxi
1194,3062,遂昌县人民教育基金会,2,5,0,公募基金会,2005-08-12,16.0,未参评,0.00,"498,251.00",0.00,"5,796,049.59",GLF,Regional,Zhejiang
1195,3605,浙江省温州平安慈善基金会,4,0,0,非公募基金会,2013-11-01,21.0,--,0.00,"345,436.00",0.00,"1,893,532.55",NGF,Regional,Zhejiang
1196,1632,广西李宁基金会,7,0,0,非公募基金会,2006-09-08,9.0,4A,0.00,"1,150,000.00",0.00,"1,108,081.70",NGF,Regional,Guangxi
1197,3676,甘肃省钱学森沙草产业基金会,3,0,0,公募基金会,2014-01-16,21.0,未参评,0.00,0.00,0.00,"4,125,549.16",GLF,Regional,Gansu
1198,3079,鄂托克旗教育基金会,2,0,0,非公募基金会,2009-11-25,5.0,3A,0.00,"2,110,000.00",0.00,"10,375,258.85",GLF,Regional,Neimenggu
1199,3588,辽阳市公安民警救助基金会,0,3,0,公募基金会,2012-08-29,25.0,未参评,"945,000.00",0.00,0.00,"4,011,354.86",GLF,Regional,Liaoning
1200,1070,天津市南开中学教育基金会,2,0,0,非公募基金会,2010-07-27,15.0,4A,0.00,"41,260.00",0.00,"70,691,904.55",GLF,Regional,Tianjin
1201,3993,昆明理工大学教育发展基金会,3,0,0,非公募基金会,2014-08-29,15.0,未参评,"560,000.00",0.00,0.00,"3,703,086.79",GLF,Regional,Yunnan
1202,3138,长春建筑学院教育基金会,2,0,0,非公募基金会,2010-06-30,21.0,3A,0.00,"1,520,000.00",0.00,"10,713,816.64",GLF,Regional,Jilin
1203,2842,红河哈尼族彝族自治州见义勇为基金会,0,0,0,,2003年08月08日,,未参评,0.00,0.00,0.00,"3,080,499.68",GLF,Regional,Yunnan
1204,2842,红河州见义勇为基金会,0,0,0,公募基金会,2003-08-08,24.0,,0.00,0.00,0.00,"3,080,499.68",GLF,Regional,Yunnan
1205,60,上海市儿童基金会,0.0,0,1.0,公募基金会,1992年10月28日,23.0,5A,0.0,0.0,0.0,49097975.75,GLF,Regional,Shanghai
1206,1042,大庆市残疾人福利基金会,4,0,0,公募基金会,2011-03-14,15.0,未参评,"2,381,897.56",0.00,0.00,"10,576,132.25",GLF,Regional,Heilongjiang
1207,2269,浙江省大爱慈善基金会,3,0,0,非公募基金会,2013-12-01,1.0,5A,0.00,"4,523,412.66",0.00,"2,502,672.37",GLF,Regional,Zhejiang
1208,1338,山西省教科文发展基金会,1,0,0,公募基金会,1992-05-01,12.0,未参评,0.00,"215,670.00",0.00,"4,484,749.74",GLF,Regional,Shanxi
1209,2119,河南省嵩岳爱心基金会,2,0,0,非公募基金会,2012-01-13,18.0,未参评,0.00,"250,000.00",0.00,"2,892,552.49",NGF,Regional,Henan
1210,2477,温州中学教育发展基金会,0,0,0,非公募基金会,2010-07-16,5.0,未参评,0.00,"12,256,729.26",0.00,"11,992,985.24",GLF,Regional,Zhejiang
1211,2244,浙江泰顺司前新农村发展基金会,1,0,0,非公募基金会,2011-06-20,5.0,未参评,0.00,0.00,0.00,"167,570.72",NGF,Regional,Zhejiang
1212,2160,河南省青少年发展基金会,9,0,0,公募基金会,2005-08-15,25.0,未参评,"30,569,422.45",0.00,0.00,"26,305,044.16",GLF,Regional,Henan
1213,354,云南聂耳音乐基金会,0,0,0,公募基金会,2005-05-25,17.0,3A,0.00,0.00,"50,000.00","4,645,072.86",GLF,Regional,Yunnan
1214,2826,福建省龙岩扶贫基金会,4,0,0,公募基金会,1991-08-12,12.0,3A,0.00,0.00,0.00,"8,507,978.17",GLF,Regional,Fujian
1215,3399,重庆市扶贫基金会,4,0,0,公募基金会,1994-09-10,19.0,4A,"112,378,430.50",0.00,"1,783,000.00","97,639,375.40",GLF,Regional,Chongqing
1216,43,上海复旦大学教育发展基金会,10.0,0,0.0,非公募基金会,2004年06月01日,16.0,5A,246182174.34,5089732.81,0.0,597064176.09,GLF,Regional,Shanghai
1217,890,台州市黄岩区慈善基金会,11,0,0,公募基金会,2008-06-26,12.0,未参评,"808,000.00","733,077.60",0.00,"6,162,057.25",GLF,Regional,Zhejiang
1218,3454,重庆市青少年发展基金会,5,0,0,公募基金会,2009-07-20,22.0,4A,"17,168,765.79","6,850.00","500,000.00","22,782,302.53",GLF,Regional,Chongqing
1219,132,上海理工大学教育发展基金会,0.0,0,0.0,非公募基金会,2006年05月26日,5.0,未参评,41300.0,3502390.68,0.0,25606125.75,GLF,Regional,Shanghai
1220,4233,平潭县友松慈善基金会,1,0,1,非公募基金会,2014-12-31,6.0,未参评,0.00,"10,000,000.00",0.00,"23,452,748.88",NGF,Regional,Fujian
1221,3862,上海市民办教育发展基金会,0.0,0,0.0,非公募基金会,2014年06月20日,23.0,未参评,1000000.0,6000000.0,0.0,93680439.19,NGF,Regional,Shanghai
1222,2874,舟山市普陀区人民教育基金会,0,0,0,公募基金会,1989-04-15,9.0,未参评,0.00,"1,019,500.00",0.00,"13,258,401.92",GLF,Regional,Zhejiang
1223,2062,河北省海外同胞教育基金会,0,0,0,非公募基金会,1993-08-09,6.0,未参评,"4,610,164.20",0.00,0.00,"13,361,919.62",GLF,Regional,Hebei
1224,3224,陕西荣禾老年基金会,0,0,0,非公募基金会,2010-09-19,5.0,3A,0.00,"1,000,000.00",0.00,"2,993,749.38",NGF,Regional,Shaanxi
1225,1836,桐乡市农业技术推广基金会,2,3,0,公募基金会,2013-12-05,11.0,未参评,0.00,0.00,"200,000.00","7,268,273.82",GLF,Regional,Zhejiang
1226,3977,河北省慈惠癌症防治基金会,3,0,0,非公募基金会,2014-08-06,23.0,未参评,0.00,"669,200.00",0.00,"2,252,213.07",GLF,Regional,Hebei
